companyname,scraping date,web-scraper-order,jobtitle,jobtitleurls-href,location,employment type,skills,salary,noofopenings,web-scraper-start-url,companylogo-src,posted date,experience,qualification,description,prefered,summery,additional,swcondary,
IBM,05-02-2024 12:32,1706530532-14,Sr Process Analyst,https://careers.ibm.com/job/19778374/sr-process-analyst-noida-in/?codes=WEB_SEARCH_NA,"Noida, IN",Employment Type:Full-Time,,,,https://www.ibm.com/careers/search,https://cdn-static.findly.com/wp-content/uploads/sites/1432/2020/12/logo.png,,,,"Introduction
Spartan Technology Services and Solutions Private Limited is a subsidiary of IBM (International Business Machines) Corporation. IBM is a global brand and has its presence in 170 countries and operates through multiple locations across globe. 
 Spartan Technology Services and Solutions Private Limited is an integral part of IBM Business Process Operations and is providing end to end services covering policy renewal, query resolution using TPA services to its clients in the Insurance industry while ensuring best in class quality for their clients and communities. The group has dedicated compliance experts focused on ensuring data security across all transaction and aspects of an organization.

Your Role and Responsibilities  Processing of Life and Annuity Insurance claims processing Handling claims investigation, processing and payments. Determines actions to be taken on claim (e.g. pay, decline, request for additional documents) Claims document validation, calculating benefit amount and releasing same to beneficiary    Work well with Onshore /Offshore and customer in an encouraging and professional manner via email and on calls Meet productivity and quality targets on a daily, weekly, and monthly basis  Render overtime whenever requested by the Supervisor including rest day Use expertise to evaluate the work of others and assist in process calibration Facilitate team huddles and teach-back sessions as scheduled Complete certification on identified process and developmental training Participate in functional and company-wide activities Adheres to company policy, guidelines, house rules including attendance, clean desk, dress-code, etc. Maintain key records like working files, email for reference and audit purpose Ability to handle basic day to day requirements of excel Handle own work in process and support team efforts to ensure that individual, team goals are met Identify process improvements and cost take out opportunities and drive those projects for closure  
Required Technical and Professional Expertise  Life/Annuities product experience in Claims Department  Good English Communication (Both written & verbal) Proactive communication & High analytical skills – should be able to foresee issues and suggest solutions, with impactful data Displays energy and enthusiasm in approaching the job Ability to work under pressure and meet deadlines, while maintaining a positive attitude and providing outstanding customer service Ready to work on stretched working hours Ability to independently work well with internal and external customers Basic Computer knowledge along with typing speed of 35 words/minute Ability to multi-task and can easily learn and adapt with changes in a fast-paced environment Preferred LOMA Level 1 and Gage R&R certification  
Preferred Technical and Professional Expertise  Graduation in any stream except B.Tech and Technical Graduation & Law",,,,,
IBM,05-02-2024 12:32,1706530536-15,DevOps Engineer,https://careers.ibm.com/job/19547278/devops-engineer-gandhinagar-in/?codes=WEB_SEARCH_NA,"Gandhinagar, IN",Employment Type:Full-Time,,,,https://www.ibm.com/careers/search,https://cdn-static.findly.com/wp-content/uploads/sites/1432/2020/12/logo.png,,,,"Introduction
At IBM, work is more than a job – it’s a calling: To build. To design. To code. To consult. To think along with clients and sell. To make markets. To invent. To collaborate. Not just to do something better, but to attempt things you’ve never thought possible. Are you ready to lead in this new era of technology and solve some of the world’s most challenging problems? If so, lets talk.

Your Role and Responsibilities
As an CI/CD Engineer, you should be proficient in DevOps/DevSecOps pipeline technologies, i.e.  Continuous Integration/Continuous Testing/Continuous Deploy/Delivery and will be expected to improve and refactor existing systems with DevSecOps best practices. Your experience to analyse, debug, design and manage persistent and on-the-fly platforms will help us to address and prototype complex technical issues with Software Development and Deployment, primarily with Microservices and Containerization, and, Capacity planning and Instrumentation of Containerised environments, for enabling stability/health checks, customisation of scripts, vulnerability analysis, patching, and metrics collection to help predict/identify software failures, or, performance degradation. As an Engineer, your technical skills should be complemented by exceptional communication skills, translating technical requirements in well-established S/W Engg. ways for all to understand as well as be knowledgeable about the latest industry trends.

Required Technical and Professional Expertise  Experience in designing and implementing collaborated solutions and end-to-end pipelines on DevOps, or, DevSecOps, moving from CI-CT-CD environments Proven excellence in Automation, Continuous Integration, Continuous Delivery and Agile practices for highly scalable systems in a Distributed Environment Experience with Container deployment and Service orchestration, especially with micro-services in on-prem/cloud, or hybrid systems Experience with Blue-Green Deployment to reduce downtime and risk, provide continuous deployment and fast rollback, and hands-on experience in configuration verification, and root-cause/failure analysis. Experience working in Agile Teams adhering to the Agile Model. A keen eye for current breakthroughs and propose more efficient approaches through the detailing of a proposed design and ways to implement it, w.r.t. the best practices and emerging concepts in CI-CD landscape.  
Preferred Technical and Professional Expertise  NONE",,,,,
IBM,05-02-2024 12:32,1706530541-16,Software Test Automation,https://careers.ibm.com/job/19547266/software-test-automation-gandhinagar-in/?codes=WEB_SEARCH_NA,"Gandhinagar, IN",Employment Type:Full-Time,,,,https://www.ibm.com/careers/search,https://cdn-static.findly.com/wp-content/uploads/sites/1432/2020/12/logo.png,,,,"Introduction
At IBM, work is more than a job – it’s a calling: To build. To design. To code. To consult. To think along with clients and sell. To make markets. To invent. To collaborate. Not just to do something better, but to attempt things you’ve never thought possible. Are you ready to lead in this new era of technology and solve some of the world’s most challenging problems? If so, lets talk.

Your Role and Responsibilities
The IBM Sustainability Software business unit is seeking talented and motivated Software Developers to work on robust test automation for our products. In this role you will collaborate closely with a world wide team of experienced and energetic professionals to create new and expecting capabilities into our industry leading Asset Management portfolio. You will work across the entire software delivery cycle including requirements gathering, use case definition, design, implementation, test, documentation and delivery. You’ll frequently work with Product Owners, Architects, Release Managers, Designers, Sales, Support Business Partner and customers throughout this process. Your Role and Responsibilities include:  Participate in the design and implementation of sophisticated software systems front end and backend with a focus on test automation and CI/CD. Participate in software design and code reviews. Reviews include other Software Engineers and are held to ensure a high level of software quality and to share knowledge with team members. Participate in, and adhere to, professional software engineering practices using such tools and methodologies as Agile Software Development, Test Driven Development, Continuous Integration, Source Code Management (git), and GitHub Participate in the planning, creation and execution of automated test cases and load/performance testing Maintain a high level of proficiency with Computer Science/Software Engineering knowledge and contribute to the technical skills growth of other team members Work well independently and as part of a team Work as an Agile scrum team member.  
Required Technical and Professional Expertise  Functional test creation; Software test phases and principles; Selenium Web Driver; Mobile testing / APPIUM; Continuous Delivery process. White box testing Black box testing Skill in Mobile test automation Cypress JSON SQL / NoSQL Database Oracle, SQLServer and DB2 Eclipse Github Jenkins Travis Very good verbal and written english language communication;  
Preferred Technical and Professional Expertise  Agile development experience including using Github/Jira Communication and teamwork collaboration IBM Maximo Technical skills Mapping tools (ArcGIS, OpenLayers) Apache Cordova Cordova plugins ArcGIS JavaScript API ArcGIS REST API ArcGIS replicas operations Openlayers HTML5 CSS Able to debug code, implement fixes and changes Skill in Performance, load and Stress test Mobile Application Development  (IOS, Android and Windows) React Open Shift Kubernetes docker shell script python Unit Testing JAVA JavaScript XML Weblogic and Websphere",,,,,
IBM,05-02-2024 12:32,1706530545-17,Process Analyst – Policy Admin,https://careers.ibm.com/job/19778371/process-analyst-policy-admin-noida-in/?codes=WEB_SEARCH_NA,"Noida, IN",Employment Type:Full-Time,,,,https://www.ibm.com/careers/search,https://cdn-static.findly.com/wp-content/uploads/sites/1432/2020/12/logo.png,,,,"Introduction
Spartan Technology Services and Solutions Private Limited is a subsidiary of IBM (International Business Machines) Corporation. IBM is a global brand and has its presence in 170 countries and operates through multiple locations across globe. 
 Spartan Technology Services and Solutions Private Limited is an integral part of IBM Business Process Operations and is providing end to end services covering policy renewal, query resolution using TPA services to its clients in the Insurance industry while ensuring best in class quality for their clients and communities. The group has dedicated compliance experts focused on ensuring data security across all transaction and aspects of an organization.

Your Role and Responsibilities  Processing of Life and Annuity Insurance Policy administration tasks (e.g. change of communication address, change in beneficiary, Issuance/Reinstatement of policy certificate etc.) accurately and within specified turnaround time window according to standard work & SOPs Handling of policy administration requests, review of requests, processing and request for additional documents if required Work well with Onshore /Offshore and customer in an encouraging and professional manner via email and on calls Meet productivity and quality targets on a daily, weekly, and monthly basis  Render overtime whenever requested by the Supervisor including rest day Use expertise to evaluate the work of others and assist in process calibration Facilitate team huddles and teach-back sessions as scheduled Complete certification on identified process and developmental training Participate in functional and company-wide activities. Adheres to company policy, guidelines, house rules including attendance, clean desk, dress-code, etc. Experience Required- 2-3 years  
Required Technical and Professional Expertise  Life/Annuities product experience in policy admin Good English Communication (Both written & verbal) Proactive communication & High analytical skills – should be able to foresee issues and suggest solutions, with impactful data Displays energy and enthusiasm in approaching the job Ability to work under pressure and meet deadlines, while maintaining a positive attitude and providing outstanding customer service Ready to work on stretched working hours Ability to independently work well with internal and external customers Customer service focus Basic Computer knowledge along with typing speed of 35 words/minute Insurance knowledge Ability to multi-task and can easily learn and adapt with changes in a fast-paced environment  
Preferred Technical and Professional Expertise  Graduation in any stream except B.Tech and Technical Graduation & Law",,,,,
IBM,05-02-2024 12:32,1706530550-18,Process Analyst – Risk and Compliance,https://careers.ibm.com/job/19778421/process-analyst-risk-and-compliance-bangalore-in/?codes=WEB_SEARCH_NA,"Bangalore, IN",Employment Type:Full-Time,,,,https://www.ibm.com/careers/search,https://cdn-static.findly.com/wp-content/uploads/sites/1432/2020/12/logo.png,,,,"Introduction
A career in IBM Consulting is rooted by long-term relationships and close collaboration with clients across the globe. With deep expertise in many industries, we offer strategy, experience, technology, and operations services to many of the most innovative and valuable companies in the world. Our people are focused on accelerating our clients’ businesses through the power of collaboration. We believe in the power of technology responsibly used to help people, partners, and the planet. Curiosity and a constant quest for knowledge serve as the foundation to success in IBM Consulting. In your role, you’ll be encouraged to challenge the norm, investigate ideas outside of your role, and come up with creative solutions resulting in ground breaking impact for a wide network of clients. Our culture of evolution and empathy centres on long-term career growth and development opportunities in an environment that embraces your unique skills and experience.

Your Role and Responsibilities
As a Transaction Monitoring Analyst-Risk & Compliance at Business Process Operations you’ll be part of a global team of financial crime specialists working on Transaction Monitoring and Case Investigation process providing services to global banks.
Responsibilities  You will be responsible for complying with the Bank Secrecy Act(BSA) requirements to prevent, detect, and deter money laundering and terrorist financing through the review of cases escalated by the Alerts team  The responsibilities include KYC Review, expanded Transaction Review, Due Diligence Research, Prior SAR/CTR filing review, and a decision to close with no risk or recommend the filing of a Suspicious Activity Reporting accompanied by a thorough analysis narrative. Identify comprehensive target set of compliance data for users across teams Monitor and evaluate compliance data and information collected in support of activities and initiatives  
Required Technical and Professional Expertise  Graduate with 1-3 years of experience in Anti Money Laundering, Enhanced due diligence, Customer identification program and Transaction Monitoring  Working knowledge in US regulatory policies – Patriot Act, FATF etc Experience handling AML Investigation/ Case Investigation Ability to provide Recommendations for SAR and CTR Review  
Preferred Technical and Professional Expertise  Ambitious individual who can work under their own direction towards agreed targets/goals Proven analytical skills required to organize and analyse multiple, complex data sets as well as strong interpersonal and organizational skills Experience in financial services transaction data analysis, risk rating and Name Screening. Expertise into criminal investigation, CDD, Legal document review and P&L review",,,,,
IBM,05-02-2024 12:32,1706530554-19,Application Developer: SAP UX,https://careers.ibm.com/job/19534497/application-developer-sap-ux-ahmedabad-in/?codes=WEB_SEARCH_NA,"Ahmedabad, IN",Employment Type:Full-Time,,,,https://www.ibm.com/careers/search,https://cdn-static.findly.com/wp-content/uploads/sites/1432/2020/12/logo.png,,,,"Introduction
In this role, you’ll work in our IBM Client Innovation Center (CIC), where we deliver deep technical and industry expertise to a wide range of public and private sector clients around the world.? These centers offer our clients locally based skills and technical expertise to drive innovation and adoption of new technology As an Application Developer, you will lead IBM into the future by translating system requirements into the design and development of customized systems in an agile environment.  The success of IBM is in your hands as you transform vital business needs into code and drive innovation. Your work will power IBM and its clients globally, collaborating and integrating code into enterprise systems. You will have access to the latest education, tools and technology, and a limitless career path with the world’s technology leader. Come to IBM and make a global impact!

Your Role and Responsibilities  Hands on Experience on SAP Business Technology Platform Development Suite  Responsible to Handle BTP services and hands-on in iflows, workflow, process automation Will perform BTP based custom SAPUI5 development  
Required Technical and Professional Expertise  BE / B Tech in any stream, M.Sc. (Computer Science/IT) / M.C.A, with Minimum 5-7years  Hands-on experience in one or more of the BTP services and development expertise in Fiori/UI5, JAVA ,nodejs/python experience in one or more of the BTP services and hands-on in iflows, workflow, process automation. At least 2 years of hands-on experience in SAPUI5 development  
Preferred Technical and Professional Expertise  Having good exposure on BTP based custom SAPUI5 development. BTP based application development using one or more of services like CAPM, Workflow Management etc. Good exposure to SAP BTP Business Technology Platform Integration Suite services",,,,,
IBM,05-02-2024 12:32,1706530561-20,Package Consultant: SAP HANA SCM EWM,https://careers.ibm.com/job/19677801/package-consultant-sap-hana-scm-ewm-kolkata-in/?codes=WEB_SEARCH_NA,"Kolkata, IN",Employment Type:Full-Time,,,,https://www.ibm.com/careers/search,https://cdn-static.findly.com/wp-content/uploads/sites/1432/2020/12/logo.png,,,,"Introduction
In this role, you’ll work in our IBM Client Innovation Center (CIC), where we deliver deep technical and industry expertise to a wide range of public and private sector clients around the world. These centers offer our clients locally based skills and technical expertise to drive innovation and adoption of new technology As a Package Consultant at IBM, get ready to tackle numerous mission-critical company directives. Our team takes on the challenge of designing, developing and re-engineering highly complex application components and integrating software packages using various tools. You will use a mix of consultative skills, business knowledge, and technical expertise to effectively integrate packaged technology into our clients’ business environment and achieve business results.

Your Role and Responsibilities
As a Consultant you will serve as a client-facing practitioner who sells, leads and implements expert services utilizing the breadth of IBM’s offerings and technologies. A successful Consultant is regarded by clients as a trusted business advisor who collaborates to provide innovative solutions used to solve the most challenging business problems.
You will work on projects that help clients integrate strategy, process, technology, and information to increase effectiveness, reduce costs and improve profit and shareholder value. You can take advantage of opportunities to master new skills, work across different disciplines, move into new challenges and develop a robust understanding of different industries. Your primary responsibilities include:   Lead the technical design and implementation of SAP solutions for simplicity, amplification, and maintainability. Work from strategy development to solution implementation using your knowledge of SAP and working with the latest technologies such as S4Hana and FICO. Partner with a cross-functional global team to ensure customer success in an agile environment.  
Required Technical and Professional Expertise  Senior SAP Extended Warehouse Management (SAP EWM) consultant with 8 to 10 years of SAP experience of which min.  5 years of SAP EWM experience Should have 2 Implementation Project experience in SAP EWM (preferably SAP S/4HANA EWM else SAP EWM version EWM 9.3 and above). Should have experience in SAP EWM process design and hands-on experience in configuration of SAP EWM in the following scenarios 1. Transaction data integration between S4HANA / ECC and EWM 2. Hands-on experience on configuring various EWM functions like Warehouse Structure, Delivery Processing, Goods Receipt, Goods Issue, Putaway, Warehouse Tasks and Order creation, Handling Units, Value Added Services, Yard Management, Cross Docking, Labour Management Experience in supporting Solution’s end to end for proposals and project delivery.  
Preferred Technical and Professional Expertise  Should have good understanding of different deployment options and relevant architecture considerations for SAP EWM application Experience or understanding of other related SAP applications like Yard Logistics, Logistics Business Network is added advantage Strong written and communication skills with customer-facing role experience",,,,,
IBM,05-02-2024 12:32,1706530565-21,Package Consultant: SAP FIN FI,https://careers.ibm.com/job/19787750/package-consultant-sap-fin-fi-bangalore-in/?codes=WEB_SEARCH_NA,"Bangalore, IN",Employment Type:Full-Time,,,,https://www.ibm.com/careers/search,https://cdn-static.findly.com/wp-content/uploads/sites/1432/2020/12/logo.png,,,,"Introduction
In this role, you’ll work in one of our IBM Consulting Client Innovation Centers (Delivery Centers), where we deliver deep technical and industry expertise to a wide range of public and private sector clients around the world.? Our delivery centers offer our clients locally based skills and technical expertise to drive innovation and adoption of new technology. As a Package Consultant at IBM, get ready to tackle numerous mission-critical company directives. Our team takes on the challenge of designing, developing and re-engineering highly complex application components and integrating software packages using various tools. You will use a mix of consultative skills, business knowledge, and technical expertise to effectively integrate packaged technology into our clients’ business environment and achieve business results.

Your Role and Responsibilities  Assists clients in the selection, implementation, and support of FI for SAP. Lead multiple sized projects as team member or lead to implement new functionalities and improve existing functionalities including articulating, analyzing requirements and translating them into effective solutions Prepare and conduct Unit Testing and User Acceptance Testing Knowledge and experience in implementation planning, fit analysis, configuration, testing, rollout and post-implementation support. Experience in working with teams to prioritize work and drive system solutions by clearly articulating business needs    
Required Technical and Professional Expertise  6 to 12 Years of SAP functional experience specializing in design and configuration of SAP FI modules.( AP, AR, GL,AA). Experience in gathering business requirements, providing conceptual and detailed designs to meet business needs, performing necessary SAP configurations, writing detail specifications for development of custom programs, testing, co-ordination of transports to production and post go live support Should be able to create requirement specifications based on Architecture/Design/Detailing of Processes  
Preferred Technical and Professional Expertise  Proven work experience in Controlling would be an added advantage",,,,,
IBM,05-02-2024 12:32,1706530570-22,Senior Database Engineer,https://careers.ibm.com/job/19715631/senior-database-engineer-bangalore-in/?codes=WEB_SEARCH_NA,"Bangalore, IN",Employment Type:Full-Time,,,,https://www.ibm.com/careers/search,https://cdn-static.findly.com/wp-content/uploads/sites/1432/2020/12/logo.png,,,,"Introduction
At IBM, work is more than a job – it’s a calling: To build. To design. To code. To consult. To think along with clients and sell. To make markets. To invent. To collaborate. Not just to do something better, but to attempt things you’ve never thought possible. Are you ready to lead in this new era of technology and solve some of the world’s most challenging problems? If so, lets talk.

Your Role and Responsibilities  7+ years of IT experience  Proven experience in a distributed database environment. You are willing to do whatever it takes to get the job done and make the team successful. This could involve helping with database performance tuning, SRE tasks, fixing bugs in Jenkins pipelines, participating in support calls to help engineers debug issues, or coding features to delight customers! You enjoy and take pride in your work and are comfortable working in a multidisciplinary and international team.  You are proactive at work. You are a self-starter. You take ownership of problems and solutions.  You lead by example. You can educate others on best practices and patterns, alternative strategies, and you back it up with your experience and research.  
Required Technical and Professional Expertise  Proven experience focused on distributed database planning, implementation, administrating, monitoring, and optimization Experienced in SQL/NoSQL coding, tuning, and success patterns – both client and backend. Preferred – expertise with Apache Cassandra, both from an administrative and a developer perspective. Proficiency in optimizing performance, planning for capacity, and fine-tuning clusters. Familiarity with strategies for data backup and recovery. Experience with data migrations to/from other DBs into Cassandra. Knowledge of Elasticsearch/OpenSearch and Postgres would be beneficial. Experience in presenting to,  and educating others. Solid understanding of Kubernetes and/or OpenShift.  You should be familiar with one JVM (Java, Scala or Kotlin) programming language and a scripting language (e.g., Bash, Python etc.).  Good understanding of distributed systems patterns (Pub/Sub, CQRS, Event Sourcing, Resiliency Patterns, CAP etc.). Good knowledge of logging systems (ELK etc.) and monitoring systems (Grafana, Prometheus, New Relic, Instana etc.).  
Preferred Technical and Professional Expertise  Experience in the Cyber Security domain. Experience with AWS and its middleware managed services.",,,,,
IBM,05-02-2024 12:32,1706530577-23,Territory Manager,https://careers.ibm.com/job/19786816/territory-manager-mumbai-in/?codes=WEB_SEARCH_NA,"Mumbai, IN",Employment Type:Full-Time,,,,https://www.ibm.com/careers/search,https://cdn-static.findly.com/wp-content/uploads/sites/1432/2020/12/logo.png,,,,"Introduction
The Finance & Admin Business Analyst is essential to the ongoing profitable operations for one of the most globally recognized and respected companies in the world. By overseeing our financial activities, you will enable IBM to continue to bring to market ground-breaking innovations such as Artificial Intelligence, Cognitive Solutions, Cloud Infrastructure, and Blockchain technologies, to name a few.

Your Role and Responsibilities
As a Senior Manager, you will support the territories assigned to you & ensure conformance of quality standards as required to meet the business objectives. Role will require coordination with multiple client & IBM stakeholders, documentation & maintenance of SOP’s, Root cause analysis / action plan framing & implementation to drive client satisfaction on overall operations processing. This is a Senior Position directly reporting to Head of Operations.
If you thrive in a dynamic, collaborative workplace, IBM provides an environment where you will be challenged and inspired every single day. And if you relish the freedom to bring creative, thoughtful solutions to the table, there’s no limit to what you can accomplish here.
Responsibilities:
In Transition Phase:     Plan, monitor and manage the knowledge capture exercise with inputs from onshore team. Support the knowledge cascade planning. Critical activities to plan and monitor include Training approach, Training material incl transaction samples , Training logistics , Core team and Progress reviews Effective liaison with Client Regional Manager and onsite SME as applicable. Report alerts , flags and/or need for support in a timely and comprehensive manner.   In Production/BAU Phase:   Perform SOP Change Need Analysis (CNA) on an ongoing basis with inputs from Team Leader , Trainer , Client Teams. Solicit and capture SOP CNA on a regular basis through Operations committees, Continuous Improvement (CI) committees and Complex Transactions resolution. Effective liaison with Client teams for the validation phase in line with targets assigned. Overall responsibility of the quality and timeliness of delivery of Procedures & Reference Material. Lead and manage a formal comprehensive review of all SOPs for reporting territories   Responsible for Key Performance Indicators (KPI) on Quality/ Customer Complaints and Financial loss (SLA) performance of reporting territories. Initiate, respond and follow up on communication with the Client teams on operational matters pertaining to reporting territories.  Organize and lead performance reviews and action plans.  Ensure synergy with Operations support groups like WFM/Automation/Training and other territory managers to improve quality & efficiency of operations. Perform Operational Controls as assigned by the client. Lead Trainings for Staff including Team Leaders. Organize TM Connects/ Meetings with the client & drive improvement in quality of operations. Identify areas of continuous improvement/ productivity gains through a comprehensive review of the set up for reporting territories. Identify & Drive automation projects. Identify & Implementation of Tactical Tools to improve Quality of Operations. Develop Continuous Improvement Progress Plan in consultation with the DPE , for reporting territories Work closely with Transformation leads/ Operations manager(s) to understand the requirements and do project management.  We at IBM, always believe that it is extremely important to have the right person for the right job and you are a perfect fit to this strategy. We want people with the ability to learn; who are ready to put good ideas into action – We wish you great success in your career and encourage you to bring your best self to work with IBM. 
Required Technical and Professional Expertise  Trade Finance Operations Expertise of minimum 7+ years with at least 1 active Industry certification from IFS (C.D.C.S/ C.S.D.G.) Trade Finance Operations experience on Letter Of Credits/ Collections/Guarantees including documentation skills. Data Analysis / Action Planning on Quality/Efficiency parameters. Client partnership & Collaboration skills. Business Communication / Presentation Skills  
Preferred Technical and Professional Expertise  Experience with Transition experience on International Trade Finance operations will be an advantage. Exposure to working in Automation / Transformation Projects will be an advantage. CTFC certification from IFS will be an advantage. Six Sigma Yellow / Green belt trained / certification will be an advantage.",,,,,
